system	code	label	synonyms
WD	Q2504473	fissured tongue	Congenital fissure of tongue; Congenital fissure of tongue (disorder); Congenital plicated tongue; Congenital plicated tongue (disorder); Fissure of tongue; Fissure of tongue, congenital; Furrowed tongue; GEOGRAPHIC TONGUE AND FISSURED TONGUE; Plicated tongue; Plicated tongue (disorder); Tongue, Fissured; benign condition characterized by deep grooves (fissures) in the dorsum of the tongue; fissured tongue; lingua plicata; scrotal tongue
WD	Q1485893	encephalopathy due to GLUT1 deficiency	De Vivo disease; Encephalopathy Due To Glut1 Deficiency; G1D; GLUCOSE TRANSPORT DEFECT, BLOOD-BRAIN BARRIER GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE, INCLUDED; GLUT1 DEFICIENCY SYNDROME 1; GLUT1 DS; GLUT1 deficiency syndrome; GLUT1DS1; Glucose Transporter Type 1 Deficiency Syndrome; Glucose transport defect, blood-brain barrier; Glucose transporter protein syndrome; Glucose transporter type 1 deficiency; Glucose transporter type1 (GLUT-1) deficiency; Glut-1 deficiency Syndrome; Glut1 Deficiency Syndrome 1, Autosomal Recessive; Glut1 Deficiency Syndrome type 1; Glut1 deficiency; Glut1-DS; disease; encephalopathy due to GLUT1 deficiency
WD	Q9385431	trance and possession disorder	Possession trance disorder; trance and possession disorder
WD	Q18015634	DHAP	DHAP; chemotherapy regimen
WD	Q25091506	prostatic artery embolization	PAE; prostate artery embolisation; prostatic artery embolization; therapy
WD	Q28456120	Foal immunodeficiency syndrome	Foal immunodeficiency syndrome; Recessive genetic disease in horses
WD	Q2915195	legal drinking age	legal drinking age; minimum age for legal alcohol consumption
WD	Q131539468	indigenous Brazilian medicine	indigenous Brazilian medicine; system of medicinal beliefs practiced by indigenous Brazilian people
WD	Q5831693	rattlesnake bite	rattlesnake bite
WD	Q462339	cecitis	caecitis; cecitis; necrotizing inflammation of the cecum; typhlitis
WD	Q18612558	Congenital dermal sinus	Congenital dermal sinus; medical condition
WD	Q7644763	supraventricular extrasystole	APC; supraventricular extrasystole
WD	Q4241510	exsanguination	exsanguination; process of blood loss, to a degree sufficient to cause death
WD	Q5281477	Disciplinary counseling	Disciplinary counseling
WD	Q2338620	kinesiotherapy	kinesiatrics; kinesiotherapy; kinesitherapy; therapeutic treatment of disease by passive and active muscular movements and of exercise
WD	Q3064737	Narratophilia	Narratophilia; sexual fetish
WD	Q1346139	Streptococcus suis meningitis	Streptococcus suis meningitis
WD	Q2274692	heparin lock	heparin lock
WD	Q9362455	Grocco-Rauchfuss triangle	Grocco-Rauchfuss triangle
WD	Q12202899	Keratoderma blennorrhagicum	Keratoderma blennorrhagicum; medical condition
WD	Q4896101	Beryllium granuloma	Beryllium granuloma; medical condition
WD	Q2071131	anorectal abscess	anorectal abscess; medical condition
WD	Q16707172	Traditional Slavic medicine	Traditional Slavic medicine
WD	Q11606105	bacterial gill disease	bacterial gill disease
WD	Q8075903	zygote intrafallopian transfer	procedure where embryos of up to 8 blastomeres are laparoscopically transferred into a fallopian tube; zygote intrafallopian transfer
WD	Q8038353	wrinkly skin syndrome	WSS; medical condition; wrinkled skin syndrome; wrinkly skin syndrome
WD	Q19309810	bipartite talus	Talus bipartitus; bipartite talus
WD	Q8029767	Wolf's isotopic response	Wolf's isotopic response; dermatological sign
WD	Q18347556	Chronic subjective dizziness	Chronic subjective dizziness; PPPD; Persistent postural-perceptual dizziness; Type of dizziness (chronic functional vestibular disorder)
WD	Q100534202	citrus green and blue mold	citrus green and blue mold
WD	Q7847568	true hermaphroditism	Gynandromorphism syndrome; gynandrism; hermaphroditism; outdated medical diagnosis for intersex persons with ovotesticular tissue; ovotesticular disorder of sex development; true hermaphroditism
WD	Q1963418	surgical position	Placement of a patient in particular physical position during surgery; surgical position
WD	Q1350293	neuronavigation	intraoperative computer-assisted 3D navigation and guidance system used in neurosurgery for tracking surgical tools; neuronavigation
WD	Q512313	androgen insensitivity syndrome	AIS; Aiman's syndrome; Androgen resistance syndrome; Androgen resistance syndrome (disorder); Androgen-Insensitivity Syndrome; Feminisation - testicular; Gilbert-Dreyfus syndrome; Goldberg - Maxwell syndrome; Goldberg-Maxwell syndrome; Lub's syndrome; Morris' syndrome; Reifenstein syndrome; Rosewater syndrome; androgen insensitivity syndrome; sex differentiation condition involving hormonal resistance due to androgen receptor dysfunction in a karyotypically male person; testicular Feminization syndrome; testicular feminization; testicular feminization (disorder)
WD	Q861224	juvenile rheumatoid arthritis	acute juvenile rheumatoid arthritis; chronic childhood arthritis; juvenile chronic polyarthritis; juvenile idiopathic arthritis; juvenile rheumatoid arthritis; monarticular juvenile rheumatoid arthritis; pauciarticular juvenile arthritis; rheumatoid arthritis that involves an autoimmune disease onset in children under 16 which attacks the healthy cells and tissue of located in joint; systemic juvenile rheumatoid arthritis
WD	Q2824385	adiastole	adiastole
WD	Q6007039	open bite malocclusion	medical condition; open bite malocclusion
WD	Q55998570	ocular cystinosis	Adult-onset cystinosis; CYSTINOSIS, ADULT NONNEPHROPATHIC; Cystinosis, Benign Nonnephropathic; Cystinosis, Ocular Nonnephropathic; Non-nephropathic cystinosis; ocular cystinosis
WD	Q917061	monomania	mental illness involving an unhealthily intense obsession with one specific thing; monomania
WD	Q2484592	Becker muscular dystrophy	BMD; Becker muscular dystrophy; Becker's muscular dystrophy; Benign pseudohypertrophic muscular dystrophy; X-linked recessive inherited disorder characterized by slowly progressive muscle weakness of the legs and pelvis; benign congenital myopathy
WD	Q6488978	Large-cell neuroendocrine cancer	Large-cell neuroendocrine cancer
WD	Q7230265	porokeratotic eccrine ostial and dermal duct nevus	Comedo nevus of the palm; Human disease; Linear Eccrine Nevus with Comedones; Linear Eccrine nevus with Comedones; Linear eccrine nevi with comedones; Porokeratotic Eccrine Duct and Hair Follicle Nevus; Porokeratotic Eccrine duct and Hair Follicle nevus; Porokeratotic eccrine nevus; Porokeratotic eccrine ostial and dermal duct nevus (disorder); obsolete Linear Eccrine nevus with Comedones; porokeratotic eccrine ostial and dermal duct nevus
WD	Q615363	torticollis	dystonic condition defined by an abnormal, asymmetrical head or neck position, which may be due to a variety of causes; torticollis
WD	Q30314091	HUPRA syndrome	HUPRA syndrome; HUPRAS; HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME; Hupra Syndrome; human disease
WD	Q11612351	iliopsoas abscess	iliopsoas abscess
WD	Q97366443	oncogene addiction	Oncogene addiction; dependence of tumor cells on a single oncogenic pathway or protein; oncogene addiction
WD	Q863861	Hailey-Hailey disease	BENIGN CHRONIC PEMPHIGUS; Hailey-Hailey disease; Pemphigus, Benign Familial; human disease
WD	Q1458538	heat therapy	heat therapy; therapy involving the use of heat; thermotherapy
WD	Q55784046	multisystemic smooth muscle dysfunction syndrome	Congenital mydriasis, patent ductus arteriosus, thoracic aortic aneurysm, and vasculopathy; MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME; Mydriasis, Congenital, With Patent Ductus Arteriosus, Thoracic Aortic Aneurysm, and Vasculopathy; medical condition; multisystemic smooth muscle dysfunction syndrome
WD	Q12764514	dermoid cyst of ovary	Dermoid cyst; Dermoid cyst (& [ovarian]); Dermoid cyst of ovary; Dermoid cyst of ovary (disorder); Human disease; Ovarian Dermoid Cyst; dermoid cyst of ovary
WD	Q16001403	aberrations of the eye	aberrations of the eye; asymmetries in the topography and refractive index of the corneal surface that affect visual acuity; corneal wavefront aberration
WD	Q17029513	Immunogold labelling	Immunogold labelling; staining technique used in electron microscopy
WD	Q7623169	Streff syndrome	Non-malingering syndrome; Streff syndrome
WD	Q1667928	cow-hocked	a defect in the conformation of four-legged animals; cow-hocked
WD	Q1814753	phossy jaw	necrotic damage to the jawbones caused by exposure to white phosphorus; phosphorus necrosis of the jaw; phossy jaw
WD	Q27701902	anchu-san	Kampo drug; an jong san; an zhong san; anchu-san; anchū-san
WD	Q4344669	anal papillitis	anal papillitis
WD	Q380409	benzodiazepine dependence	benzodiazepine dependence; one or more of either tolerance, withdrawal symptoms, drug seeking behaviors, such as continued use despite harmful effects, and maladaptive pattern of substance use, according to the DSM-IV
WD	Q27731328	gokoto	Kampo drug; goko-to; goko-tō; gokoto
WD	Q56934130	onasemnogene abeparvovec	AVXS-101; Zolgensma; gene therapy product; onasemnogene abeparvovec; onasemnogene abeparvovec-xioi
WD	Q3067322	circumduction gait	circumduction gait
WD	Q116940814	hemorrhagic transformation	HT; hemorrhagic conversion; hemorrhagic conversion stroke; hemorrhagic transformation; medical complication that can occur in the brain following an acute ischemic stroke
WD	Q108392778	Fibroblastic and myofibroblastic tumors	Fibroblastic and myofibroblastic tumors; form of cancer
WD	Q55782404	woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome	Salamon syndrome; WOOLLY HAIR, HYPOTRICHOSIS, EVERTED LOWER LIP, AND OUTSTANDING EARS; Wooly hair-hypotrichosis-everted lower lip-outstanding ears syndrome; human disease; woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome
WD	Q20820324	qualitative malnutrition	qualitative malnutrition
WD	Q90975575	torsion of the appendix testis	disease; torsion of the appendix testis
WD	Q5374236	Empiric therapy	Empiric therapy; Empirical therapy; therapy based on clinical educated guesses
WD	Q552304	cardiopulmonary bypass	CBP; cardiopulmonary bypass; technique that temporarily takes over the function of the heart and lungs during surgery
WD	Q682022	megavitamin therapy	Form of alternative medicine; megavitamin therapy
WD	Q4771405	anterior temporal lobectomy	anterior temporal lobectomy; type of brain surgery, generally used for the treatment of intractable temporal epilepsy
WD	Q506923	plantar reflex	Babinski reflex; Babinski sign; plantar reflex; reflex elicited when the sole of the foot is stimulated with a blunt instrument
WD	Q7593676	St John Youth New Zealand	St John Youth New Zealand; uniformed youth organisation in New Zealand focussing on first aid
WD	Q55345810	autosomal recessive ataxia, Beauce type	ARCA1; Ataxia, Recessive, of Beauce; Autosomal recessive cerebellar ataxia type 1; Cerebellar Ataxia, Autosomal Recessive, Type 1; SCAR8; SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; Spinocerebellar Ataxia, Autosomal Recessive type 8; autosomal recessive ataxia, Beauce type; gene mutations
WD	Q127417752	perennial canker	perennial canker
WD	Q4301744	Moniliformis infection	Moniliformis infection
WD	Q7098800	optic papillitis	human disease; optic papillitis; papillitis
WD	Q1271831	small intestinal bacterial overgrowth	SBBOS; medical condition; small bowel bacterial overgrowth syndrome; small intestinal bacterial overgrowth
WD	Q9281082	adenomyomatosis of the gallbladder	Gallbladder adenomyomatosis; adenomyomatosis; adenomyomatosis of the gallbladder; entrapped epithelial crypts; medical condition
WD	Q5264831	desmoplastic small-round-cell tumor	aggressive, rare cancer; desmoplastic small round cell tumor; desmoplastic small round cell tumor (morphologic abnormality); desmoplastic small round-cell neoplasm; desmoplastic small-round-cell tumor
WD	Q3399713	drug rehab aftercare program	drug rehab aftercare program; drug rehabilitation aftercare program
WD	Q2852241	arrhythmogenic right ventricular dysplasia 1	ARVC1; ARVD1; Uhl anomaly; arrhythmogenic right ventricular cardiomyopathy 1; arrhythmogenic right ventricular dysplasia 1; arrhythmogenic right ventricular dysplasia that has material basis in heterozygous mutation in the TGFB3 gene on chromosome 14q24; familial arrhythmogenic right ventricular dysplasia 1
WD	Q4505896	cisvestism	cisvesting; cisvestism; cisvestite; cisvestiteness; paraphilia in which a subject derives gratification from crossdressing
WD	Q4107209	venous stasis	condition of slow blood flow in the veins, usually of the legs; venostasis; venous stasis
WD	Q13693745	cognitive therapy	CT; cognitive therapy; type of psychotherapy
WD	Q3724756	implantation bleeding	implantation bleeding; nidation bleeding; very early pregnancy bleeding
WD	Q912716	optokinetic reflex	Nystagmus, Optokinetic; eye phenomenon, normal nystagmus produced by looking at objects moving across the field of vision; optokinetic reflex
WD	Q98266891	Shrunken pore syndrome	Shrunken pore syndrome; type of kidney disorder
WD	Q4997014	Bullous impetigo	Bullous impetigo; bacterial skin infection; bullous impetigo
WD	Q1280852	echopraxia	catatonic behaviour, repetitive imitation of the movements of another person; echokinesis; echopraxia
WD	Q17521095	afferent loop syndrome	Afferent loop syndrome; Afferent loop syndrome (disorder); Human disease; afferent loop syndrome
WD	Q122144620	Ukuthwasa	Culture-bound syndrome; Ukuthwasa
WD	Q7452267	septic embolism	septic embolism
WD	Q1060890	shivering	bodily function in response to cold in warm-blooded animals; shivering; shuddering
WD	Q1274464	polyarthritis	Polyarthritis; Polyarticular Arthritis; polyarthritis; polyarticular arthritis; type of arthritis which involves 5 or more joints simultaneously
WD	Q7646211	surgical emergency	medical emergency requiring immediate intervention; surgical emergency
WD	Q11419348	olfaction disorder	human disease; olfaction disorder; olfactory dysfunction; olfactory impairment; smell disorder
WD	Q1741415	anterior interosseous syndrome	anterior interosseous syndrome; medical condition in which damage to the anterior interosseous nerve causes pain in the forearm and a characteristic weakness of the pincer movement of the thumb and index finger.
